sourceMac,typeNr,subTypeNr,seqNr,retryFlag,measurementTimestamp,droneId,signal
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,4,2060,0,1423136584690,November,-56
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,4,2316,0,1423136584690,Oscar,-78
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,4,2060,0,1423136584691,India,-73
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,4,2316,0,1423136584695,Papa,-77
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,4,2060,0,1423136584698,Romeo,-62
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,4,2316,0,1423136584698,Lima,-79
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,4,2316,0,1423136584699,November,-63
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,4,2316,0,1423136584700,India,-74
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,4,2316,0,1423136584707,Mike,-76
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,4,2316,0,1423136584707,Romeo,-61
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,4,2316,0,1423136584716,Quebec,-69
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,4,2060,0,1423136584748,Kilo,-61
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,4,2316,0,1423136584757,Kilo,-61
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,4,525,0,1423136629671,Oscar,-65
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,4,525,0,1423136629671,Hotel,-53
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,4,525,0,1423136629675,Papa,-77
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,4,525,0,1423136629678,Lima,-68
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,4,525,0,1423136629680,November,-48
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,4,525,0,1423136629681,India,-77
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,4,781,0,1423136629681,Oscar,-63
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,4,781,0,1423136629682,Hotel,-53
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,4,781,0,1423136629686,Papa,-75
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,4,525,0,1423136629687,Romeo,-85
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,4,525,0,1423136629687,Mike,-82
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,4,781,0,1423136629689,Lima,-68
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,4,781,0,1423136629690,November,-47
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,4,781,0,1423136629691,India,-78
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,4,525,0,1423136629696,Quebec,-71
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,4,781,0,1423136629698,Romeo,-84
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,4,781,0,1423136629698,Mike,-82
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,4,781,0,1423136629707,Quebec,-72
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,4,525,0,1423136629711,Alpha,-46
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,4,781,0,1423136629722,Alpha,-46
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,4,525,0,1423136629737,Kilo,-85
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,4,2573,0,1423136674660,Oscar,-79
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,4,2573,0,1423136674669,Lima,-73
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,4,2573,0,1423136674670,November,-64
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,4,2573,0,1423136674671,India,-74
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,4,2573,0,1423136674728,Kilo,-76
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,4,2573,0,1423136678257,Oscar,-78
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,4,2573,0,1423136678258,Hotel,-72
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,4,2573,0,1423136678267,November,-65
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,4,2829,0,1423136678267,Oscar,-79
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,4,2829,0,1423136678268,Hotel,-72
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,4,2573,0,1423136678268,India,-76
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,4,2829,0,1423136678277,November,-67
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,4,2829,0,1423136678278,India,-77
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,11,1037,0,1423136679102,India,-77
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,11,1037,0,1423136679158,Kilo,-80
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,11,1293,0,1423136679411,Hotel,-71
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,11,1293,0,1423136679418,Lima,-79
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,11,1293,0,1423136679420,India,-78
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,11,1293,0,1423136679420,November,-70
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,11,1549,0,1423136679422,Oscar,-83
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,11,1549,0,1423136679423,Hotel,-74
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,2,1805,0,1423136679425,Hotel,-72
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,11,1293,0,1423136679427,Mike,-96
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,11,1549,0,1423136679431,Lima,-78
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,13,2061,0,1423136679432,Oscar,-82
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,11,1549,0,1423136679432,November,-74
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,2,1805,0,1423136679432,Lima,-78
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,11,1549,0,1423136679433,India,-81
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,13,2061,0,1423136679433,Hotel,-74
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,2,1805,0,1423136679435,India,-80
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,11,1293,0,1423136679436,Quebec,-82
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,2,8,1,0,1423136679437,Oscar,-80
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,2,8,1,0,1423136679439,Hotel,-75
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,11,1549,0,1423136679440,Romeo,-89
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,11,1549,0,1423136679440,Mike,-92
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,2,1805,0,1423136679441,Romeo,-88
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,13,2061,0,1423136679441,Lima,-77
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,13,2061,0,1423136679442,November,-76
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,13,2061,0,1423136679443,India,-79
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,2,8,1,0,1423136679446,Lima,-78
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,2,8,1,0,1423136679448,India,-78
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,13,2061,0,1423136679449,Mike,-94
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,0,13,2061,0,1423136679449,Romeo,-91
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,2,8,1,0,1423136679455,Mike,-95
3c560f25491f3902870e392f58973155c284fa24a736efa99897d090a7e0be87,2,8,1,0,1423136679455,Romeo,-91
